pattern_opinion,nb_opinion
0.6749999999999999,0.8514222798009605
0.41875,0.9953603237596489
0.4041666666666667,0.9613637835989173
0.5735000000000001,0.9969505321368799
0.6275000000000001,0.9372943154927608
0.5111111111111112,0.9999971071815913
0.4,0.9828593856628547
0.6235,0.9998570918750544
0.75,0.8645156117054288
0.8500000000000001,0.8312085403453118
0.6283333333333334,0.4759232361464263
0.6031249999999999,0.9833129678559346
0.5105614973262033,0.999999274969439
0.85,0.9200354247169633
0.4916666666666667,0.9968271135124946
0.6011111111111112,0.9941435169009559
0.6404761904761906,0.9981253233024167
0.7398148148148148,0.9998211286732843
0.73,0.8415020032695434
0.6791666666666667,0.9830188056039311
0.75,0.989759379375542
0.8,0.8635761083675383
0.7899999999999999,0.8851385206282938
0.4857142857142857,0.9641165064899919
0.4475,0.9362131199754147
0.623148148148148,0.9815411779617713
0.6583333333333334,0.9980894523944247
0.5942857142857143,0.9738536322804676
0.5602564102564103,0.9973732338632256
0.6749999999999999,0.9408594440108209
0.6845454545454546,0.8948565470733937
0.7000000000000001,0.9787419775960227
0.6202592592592592,0.997684796432842
0.30185185185185187,0.9996446378337893
0.6143939393939394,0.5495015322385388
0.5552083333333333,0.5831028420579586
0.7208333333333333,0.9539081065201062
0.5499999999999999,0.7262856775756784
0.5083333333333333,0.7775878779675087
0.47222222222222227,0.9163614375021921
0.525,0.8816510121005867
0.5816666666666668,0.9018355553087768
0.0,0.2744680851063834
0.515,0.9975956684730786
0.5222222222222223,0.943743698218183
0.7000000000000001,0.9595600365602928
0.4610805860805861,0.9998946005730901
0.49484848484848476,0.9417529165250733
0.6357142857142858,0.8384202098222727
0.6557936507936508,0.9859776503585532
0.6056410256410257,0.999999998205094
0.5956666666666666,0.9754582976718708
0.75,0.994927778129399
0.7222222222222223,0.9762976796938092
0.8583333333333334,0.8638524463651782
0.5233333333333333,0.9999865187646569
0.8166666666666668,0.6603765197489534
0.6480555555555556,0.9385941614644298
0.5066666666666667,0.11103739199834049
0.5444940476190476,0.974406573946719
0.6916666666666667,0.4561862220756121
0.825,0.9606745469401904
0.6252380952380953,0.8062262206477526
0.725,0.6579457008875415
0.5215624999999999,0.9967135205084646
0.9166666666666666,0.9451671290320635
0.8500000000000001,0.717220326392978
0.7150000000000001,0.7682615661399078
0.555,0.9719093720103568
0.4238888888888889,0.9999703493923169
0.4,0.9947249179820441
0.6891666666666668,0.10818359993939748
0.6625000000000001,0.9836629037623223
0.75,0.5601420400700885
0.6291125541125542,0.9322906721480771
0.63,0.844320275767327
0.5444444444444445,0.798633281720176
0.63125,0.9579349233522273
0.75,0.6656916113769825
0.6233333333333333,0.8653460400670618
0.5453703703703704,0.17294574400343832
0.7344444444444446,0.9997175917000506
0.5692640692640693,0.9928357316999044
0.4083333333333333,0.6501948832165743
0.6538095238095238,0.7941340019175833
0.5495098039215687,0.6339669890440578
0.375,0.32695719922341926
0.73,0.9201046473573123
0.86,0.2900399109608441
0.5010416666666666,0.9983582945219114
0.75,0.648846169821282
0.6472222222222223,0.6705267535669815
0.7642857142857143,0.4785036053167799
0.6063244047619049,0.8380350570754773
0.5811111111111111,0.999922165496564
0.7154761904761905,0.9965121171917828
0.7350000000000001,0.6737139002793534
0.8125,0.815547755746554
0.5,0.7250964636472733
0.6734523809523808,0.9938006993725461
0.8,0.5197987832784764
0.5320346320346321,0.9949642429545623
0.8333333333333334,0.15848799237131952
0.5314814814814814,0.9851474242822905
0.6794871794871795,0.9982773364267299
0.681,0.7905788396911431
0.5697916666666667,0.9868781840622511
0.6902777777777779,0.5969935572924906
0.39642857142857146,0.9961131748519346
0.7083333333333333,0.38613940942649383
0.6775,0.800405996673374
0.4388888888888889,0.9095911075915555
0.772,0.955255782670939
0.5,0.7673132430981477
0.6785714285714286,0.998887424323438
0.6583333333333333,0.29625275185286326
0.6339285714285714,0.376942611581366
0.48,0.9898202224951811
0.875,0.4843033645670229
0.5095714285714286,0.9670161839511782
0.6152777777777778,0.9413725836144067
0.5382222222222223,0.33670207460616736
0.6025,0.8374011365770415
0.6038888888888889,0.25802867322070344
0.75,0.9819537682992698
0.6287499999999999,0.955563215173318
0.6,0.7063718309721817
0.8250000000000001,0.9464607353480329
0.5572916666666667,0.9218823276825783
0.7333333333333333,0.9973535800011524
0.5914529914529914,0.6830185508575207
0.44000000000000006,0.9934463284730474
0.42000000000000004,0.9999733712367845
0.5616666666666668,0.9993930995227343
0.6466666666666667,0.7654837565737194
0.5125000000000001,0.8661997333743359
0.6371428571428571,0.5319501797363989
0.4571111111111111,0.9886960283669606
0.5404761904761904,0.9886689948398812
0.5375,0.9512274062670468
0.5572727272727273,0.99852293433268
0.6425925925925927,0.9994944330597282
0.5287830687830688,0.9993783800409302
0.4603246753246753,0.9952504354040934
0.51,0.988534298968518
0.6433184523809524,0.9998021549786145
0.6026416765053129,0.9999999181058767
0.4353174603174604,0.9999680988072142
0.5322222222222223,0.982610214738544
0.4702684742158426,0.9985813901507425
0.6333333333333333,0.20033936152988335
0.5717171717171717,0.9737124268992366
0.6076587301587302,0.9999999980162457
0.3592592592592593,0.9928546085515884
0.7611111111111111,0.9842010661532212
0.4800000000000001,0.8767642792698532
0.5239583333333333,0.9998806653323835
0.7633333333333333,0.9402833851309174
0.6208333333333332,0.9997807429313821
0.573888888888889,0.999749192636269
0.44035714285714284,0.979747662343664
0.6666666666666666,0.9996678944665097
0.0,0.6437123188343592
0.6704901960784315,0.9999985965092176
0.7386666666666668,0.8353489842725453
1.0,0.5988990095404817
0.5571428571428572,0.540334958569466
0.7166666666666668,0.8638417587962224
0.6819047619047619,0.8175434734318144
0.45,0.9815797860165151
0.8333333333333333,0.8820666120940311
0.6285714285714287,0.9961369512823262
0.5736111111111112,0.9999997785430244
0.6979166666666667,0.953125755604744
0.7999999999999999,0.93550376137337
0.6447619047619048,0.9769404885793819
0.6558333333333333,0.9388235059175792
0.0,0.5
0.6232993197278912,0.9973258558663369
0.5704545454545454,0.9840752495735604
0.6721212121212121,0.9998481507666535
0.8322222222222223,0.988178524587596
0.7547619047619046,0.9929576918918677
0.5754785247432307,0.9978112563927177
0.6666666666666666,0.7678385792538147
0.41315789473684206,0.9996394279592361
0.5544871794871794,0.9999840001243364
0.5518849206349207,0.9819536403243366
0.725,0.7176303676794359
0.0,0.5
0.6666666666666666,0.5197244297625929
0.6833333333333332,0.8574548096345095
0.45,0.92135046192915
0.9,0.945909131966964
0.6345614035087719,0.998762271561357
0.522,0.9419808756097843
0.6400000000000001,0.593217073900642
0.7708333333333334,0.8691310614603736
0.6990000000000001,0.9076542433787327
0.8833333333333333,0.9990193553257377
0.6999999999999998,0.9716371708195434
